drug1,drug2,SE
3672,93860,620
3158,5734,620
4485,5372,620
1302,2435,620
4173,9571074,620
444,5523,620
5746,5311048,620
450,1065,620
2405,4112,620
2662,4510,620
4829,4889,620
3559,54688,620
1972,4168,620
1690,5155,620
3446,8953,620
4927,27661,620
3690,4659569,621
5732,104865,621
3878,5672,621
3365,5525,621
3454,4183806,621
3652,60815,621
2771,4583,621
3348,4595,621
3652,123606,621
4691,4932,621
3559,68740,621
3676,5544,621
2141,4917,621
3883,5234,621
2812,4510,621
937,5401,621
5732,125889,621
2250,4253,621
2666,2771,621
5487,68740,621
2244,56339,622
2088,5184,622
3249,5267,622
5040,5473385,622
4917,5039,622
3652,5029,622
2375,2524,622
5064,60835,622
2713,4212,622
581,4748,622
444,5203,622
2650,3325,622
5372,152945,622
3075,3350,622
2022,5732,622
3365,4052,622
2771,3108,622
2269,3339,622
450,3883,622
853,3348,622
3062,3736,623
596,2462,623
3405,4659569,623
2118,3419,623
3657,3672,623
2022,3081884,623
2249,2283,623
4171,4920,623
2022,36339,623
4691,5195,623
3333,4909,623
1971,3463,623
4635,77999,623
2244,3324,623
3386,4927,623
853,3957,623
3365,3510,623
4635,5487301,623
2554,3937,623
853,2771,623
3639,62924,624
4674,54688,624
4894,36811,624
3062,51263,624
3121,5734,624
2764,160051,624
5732,4475485,624
4594,5215,624
4159,24486,624
1117,4909,624
1690,3461,624
2764,60696,624
4594,1349907,624
450,3658,624
3148,62924,624
3793,64147,624
2022,5212,624
2462,3937,624
4583,54454,624
596,942,624
3463,65999,625
3121,4834,625
3958,5039,625
130881,170361,625
2554,60198,625
2369,4691,625
1302,4425,625
2909,5215,625
3957,4594,625
3440,5512,625
5212,54454,625
2118,4449,625
3348,5544,625
1302,54454,625
2477,4173,625
1302,5152,625
2118,4594,625
4616,5514,625
2244,124087,625
3075,3386,625
1117,39765,626
3639,3780,626
2088,72054,626
2771,443871,626
838,3961,626
3121,4159,626
4595,10631,626
4943,77999,626
4946,508230,626
4158,4168,626
3461,5556,626
2656,4812,626
5073,5391,626
3143,5002,626
772,4873,626
2187,4635,626
3121,5039,626
2244,2249,626
3883,6398525,626
2118,4917,626
3478,5381226,627
2895,24486,627
4112,39860,627
3825,5515,627
3676,123631,627
2803,4485,627
3440,3902,627
2771,110634,627
2764,60871,627
4603,5282044,627
4885,77999,627
4052,5002,627
5267,5512,627
3478,4543,627
2171,5719,627
3702,4889,627
1302,3516,627
4829,5073,627
2786,3652,627
2666,5514,627
1983,6435110,628
2895,508230,628
1978,3696,628
450,60877,628
271,4212,628
4171,4634,628
1983,110635,628
853,5719,628
2524,125017,628
3639,3086258,628
3003,4873,628
5039,5656,628
3715,6691,628
5029,62924,628
3339,4691,628
2244,5381226,628
4112,4616,628
3639,3961,628
4900,60147,628
3345,4675,628
2160,176168,629
5376,152945,629
3003,4993,629
853,3345,629
2308,3108,629
3961,5584,629
3958,60795,629
3749,213039,629
2666,5412,629
3657,444013,629
4173,5656,629
2118,60835,629
3003,4259,629
2249,3393,629
450,2554,629
3405,4920,629
853,5002,629
4205,150311,629
2477,4691,629
2160,34312,629
3016,5029,630
4594,83786,630
3883,24011,630
3672,4614,630
3062,4046,630
2771,3152,630
5002,5212,630
38904,147912,630
3308,3446,630
3161,4178,630
2118,2909,630
3962,4513,630
4594,60953,630
853,4171,630
3937,5402,630
3345,64147,630
4168,5064,630
3003,3461,630
3121,5039,630
2160,4829,630
3310,5651,631
3016,4845,631
3937,83786,631
2405,3914,631
2891,3394,631
2083,3040,631
3325,110635,631
3736,3957,631
3003,5732,631
5732,60877,631
853,38904,631
123620,5311297,631
4594,5379,631
4201,4691,631
772,4927,631
271,3736,631
3461,4091,631
2088,4917,631
4091,38904,631
2895,3958,631
772,5282226,632
2250,2673,632
4253,5514,632
2160,3954,632
2806,4828,632
3158,3642,632
2895,3062,632
2764,4449,632
3365,4614,632
3393,4920,632
3075,4819,632
2022,130881,632
3478,3878,632
2249,5281104,632
2162,60754,632
2666,3672,632
4894,123620,632
3345,5353980,632
3032,47725,632
3478,77999,632
5002,5203,633
41781,147912,633
2749,4885,633
2187,3902,633
2118,3305,633
2088,5454,633
5426,40976,633
2118,3372,633
2022,3657,633
3310,4666,633
3440,41317,633
450,2153,633
2806,5352,633
3961,5311181,633
2022,2477,633
3062,5090,633
4011,4205,633
3403,3463,633
5203,5487301,633
3333,4885,633
2771,65999,634
2662,216239,634
2244,3075,634
3121,5381226,634
853,54841,634
4159,5311039,634
3365,24486,634
2153,3657,634
2118,3291,634
4543,5215,634
853,38904,634
2806,5267,634
2244,4183806,634
4112,5651,634
4900,60852,634
3899,119607,634
271,5095,634
5095,34312,634
2666,3652,634
59708,60147,634
4510,5735,635
5203,5596,635
5376,3062316,635
2666,5203,635
3929,5362070,635
4900,77999,635
5538,657298,635
772,5073,635
2907,4052,635
2156,444033,635
5152,5544,635
2474,3826,635
3954,4475485,635
2806,3032,635
2895,4543,635
1302,60831,635
3494,3676,635
5735,68740,635
2622,3639,635
564,3325,635
4911,5152,636
4510,5210,636
444,3928,636
4112,82146,636
2153,3157,636
3648,4052,636
3883,3928,636
1983,6447131,636
1983,119607,636
2554,4585,636
3746,3825,636
1983,5039,636
5005,27661,636
4419,5379,636
5544,150311,636
85,6691,636
4052,4595,636
2550,5267,636
3143,3478,636
1690,3152,636
450,4595,637
4917,60795,637
1302,3454,637
5002,42113,637
450,170361,637
3308,5372,637
3016,5282226,637
2554,8953,637
3958,5408,637
3937,4679,637
3639,5426,637
1690,4873,637
3161,3958,637
2802,3468412,637
2891,5029,637
3325,59708,637
4112,5533,637
3958,4946,637
2554,3440,637
3062,3405,637
3003,4173,638
3348,16231,638
2022,2142,638
3348,3468412,638
3793,5650,638
2269,54374,638
4159,5311027,638
4075,4812,638
853,3454,638
4075,60877,638
10631,77999,638
3386,104865,638
1775,4909,638
2088,3937,638
4543,5267,638
3365,5647,638
3255,3002190,638
2771,3962,638
3962,10631,638
2088,3746,638
2520,160051,639
2088,60877,639
4594,6918453,639
1302,5650,639
3652,4900,639
2662,2733,639
4740,71329,639
3890,6436173,639
3899,4679,639
3075,3902,639
2771,125889,639
3639,5514,639
4889,54454,639
2803,2891,639
4054,5029,639
2405,4159,639
3152,3961,639
2895,3652,639
4845,54688,639
2554,9052,639
3937,5282044,640
2187,68844,640
2678,4536,640
5039,54374,640
2088,3385,640
3003,3823,640
5732,51263,640
4614,5578,640
4171,5726,640
2786,57537,640
4889,54454,640
4253,4449,640
2083,4170,640
2771,5095,640
2083,3516,640
2267,4052,640
5656,54454,640
2576,4064,640
5523,123620,640
3348,4845,640
450,4889,641
2609,3066,641
2803,3883,641
4999,13342,641
2462,3467,641
3958,4451,641
2891,60815,641
5038,40976,641
2118,5035,641
4510,4932,641
3339,5078,641
4170,6691,641
2118,125889,641
4112,5311297,641
937,5408,641
853,59708,641
2267,3957,641
3639,60835,641
2771,5732,641
2678,62924,641
4889,72054,642
4679,5029,642
5732,125017,642
3446,60843,642
4946,60877,642
4873,39860,642
3016,5487301,642
5039,5381,642
4927,176870,642
2576,5076,642
3075,3640,642
942,5203,642
2764,4168,642
444,5039,642
4889,150311,642
4594,54454,642
450,3305,642
4594,5352,642
2022,2554,642
2576,5352,642
444,2370,643
4158,4927,643
2771,5481350,643
2907,4999,643
3042,3763,643
2462,2708,643
3440,34312,643
2658,3291,643
3333,4601,643
4691,6436173,643
2311,2576,643
2083,2550,643
2462,87177,643
4679,60865,643
4927,5212,643
3393,5732,643
4159,83786,643
34312,68740,643
2576,5732,643
5650,216239,643
4409,213039,644
2173,4607,644
2265,5394,644
4159,5530,644
3702,667490,644
1117,60147,644
4679,60754,644
2083,3648,644
5556,150310,644
453,5672,644
3365,4052,644
1117,5381226,644
2771,3478,644
3467,71616,644
191,4173,644
3003,3954,644
2658,3454,644
3154,3222,644
2801,54454,644
3325,4583,644
2083,5281104,645
2550,4195,645
2617,110634,645
2764,4011,645
1690,2550,645
3958,4585,645
5234,5394,645
3899,54547,645
3954,5184,645
853,3658,645
4253,4691,645
2088,4900,645
2909,4900,645
3345,4253,645
2118,3929,645
4889,83786,645
3203,5381226,645
3365,5732,645
3937,4609,645
3405,4054,645
4691,150311,646
2249,3279,646
2955,3365,646
853,5311048,646
1983,150311,646
3696,4440,646
4920,170361,646
2786,3476,646
861,4739,646
5152,38904,646
5002,10631,646
2764,4171,646
3476,5203,646
5029,5078,646
3883,10631,646
3348,4052,646
3365,3954,646
2118,5656,646
3158,3446,646
4829,5372,646
160051,216239,647
853,4497,647
4594,4727,647
176870,6398970,647
5544,60871,647
3957,5878,647
3883,4666,647
4510,3062316,647
5078,60815,647
1983,72938,647
3075,5090,647
3639,5078,647
4547,6691,647
4679,5210,647
3676,4900,647
4212,5732,647
143,3954,647
444,6691,647
4829,5029,647
4873,60795,647
3883,6435110,648
4168,4463,648
2269,38904,648
2160,3414,648
3075,4634,648
3639,3911,648
3016,4829,648
4173,5487,648
4594,4819,648
41774,150610,648
60835,170361,648
4889,54454,648
3640,4168,648
3657,4594,648
3345,4691,648
1983,3016,648
2088,5203,648
3365,3958,648
3652,4900,648
3016,5533,648
2662,3724,649
3339,60835,649
2585,4253,649
5732,12536,649
2088,5362420,649
4594,93860,649
3883,4236,649
4091,4946,649
2803,8953,649
3467,667490,649
2662,4829,649
450,4091,649
2083,3559,649
2284,6691,649
3446,4107,649
3883,4691,649
5267,87177,649
5538,5717,649
4594,5538,649
2764,4253,649
3032,3062316,650
3365,3652,650
2477,124087,650
450,5064,650
3478,4091,650
5005,5291,650
450,4745,650
2083,151165,650
853,3333,650
4829,6398525,650
4510,5732,650
4510,4873,650
4158,5212,650
1978,3958,650
2477,4920,650
2585,3961,650
3348,4171,650
3121,5656,650
2083,2895,650
2554,3478,650
3158,3468412,651
3405,3746,651
4171,4259,651
4583,5282226,651
2250,5978,651
4873,160051,651
2187,3081884,651
2802,3405,651
4946,77993,651
4917,5402,651
4173,4259,651
5029,5352,651
3016,5719,651
4900,72467,651
2812,6691,651
2477,4601,651
3639,5203,651
2022,667490,651
2907,3957,651
3003,68740,651
3958,5593,652
4112,119182,652
3355,4473,652
1983,5672,652
2160,5515,652
3255,3414,652
2656,3367,652
3003,3381,652
3639,4828,652
5203,60815,652
3883,3957,652
2678,5650,652
2118,3350,652
4691,5203,652
3883,4691,652
1983,3440,652
3003,4091,652
2771,65999,652
47725,60953,652
2265,3255,652
2978,444033,653
3957,4771,653
450,3404,653
5376,6436173,653
4158,54786,653
2541,3954,653
3911,5584,653
4510,60164,653
3902,68740,653
2764,3066,653
5512,154059,653
3488,4253,653
2520,3016,653
4635,5376,653
3404,3958,653
3161,5039,653
3308,4112,653
3016,3121,653
2244,104741,653
4634,68740,653
3003,5353980,654
444,5352,654
2083,3749,654
4594,119182,654
3325,71273,654
5656,54841,654
2083,5650,654
3937,71616,654
4946,3002190,654
5732,14888,654
4594,5311027,654
3121,5073,654
3348,4920,654
2088,3348,654
3345,4691,654
5002,34312,654
5090,5656,654
2250,3461,654
3003,41693,654
2764,68740,654
3911,4259,655
60852,123620,655
4679,124087,655
1302,6918453,655
1302,3007,655
3345,4740,655
853,2370,655
5487,197712,655
2477,4497,655
3883,4885,655
2160,5152,655
4594,4666,655
3648,5734,655
3672,5203,655
2162,4674,655
3937,4513,655
1690,2088,655
1302,4635,655
4873,93860,655
1983,2171,655
3958,3085017,656
2666,5076,656
3016,5073,656
2284,3350,656
4158,4736,656
3339,41774,656
2771,3478,656
2083,4539,656
2576,3562,656
4583,54786,656
4107,4171,656
3325,4091,656
2083,4107,656
5514,60854,656
2477,4158,656
2083,2311,656
2142,71616,656
853,2576,656
3365,4771,656
2802,5073,656
5212,60843,657
5732,8953,657
2160,2171,657
2462,4192,657
4112,5402,657
1983,3333,657
2249,3203,657
5514,154059,657
4253,4736,657
150311,4183806,657
2083,3883,657
3746,4112,657
2022,2806,657
2749,3365,657
143,3385,657
3255,3672,657
2462,119607,657
3640,4583,657
3672,4894,657
3308,3640,657
3405,5372,658
3310,4513,658
4674,62924,658
2249,4856,658
3639,444033,658
3883,47320,658
2022,2719,658
4594,68844,658
1983,47320,658
4679,5512,658
2173,3883,658
2909,5029,658
3639,4873,658
2088,3339,658
2541,5267,658
2656,4205,658
1972,2806,658
2541,2891,658
3937,213039,658
1972,4889,658
4691,60696,659
2650,3676,659
3958,131536,659
4927,60795,659
1690,4993,659
64147,443871,659
83786,123620,659
2806,160051,659
2022,4736,659
4091,5077,659
4900,5732,659
2156,2554,659
3957,5672,659
861,5002,659
4856,4927,659
3639,5505,659
4900,5496,659
3929,4900,659
2771,54454,659
2806,3958,659
2162,5195,660
2171,3449,660
2244,3690,660
4927,5078,660
5155,34312,660
4510,60754,660
2284,131536,660
1775,2187,660
3961,4173,660
2022,3928,660
2803,4829,660
3222,5002,660
3016,3825,660
3957,4107,660
4107,4205,660
4585,62924,660
2554,3291,660
4539,59708,660
3161,4168,660
4691,5656,660
2666,5281104,661
853,504578,661
1302,5486,661
3446,60198,661
5005,5253,661
3348,34312,661
4112,4411,661
3386,4509,661
2083,123606,661
2541,2909,661
2678,3154,661
2806,2907,661
3672,4679,661
2118,2891,661
853,3488,661
2771,4894,661
3222,3958,661
3386,3746,661
3746,4107,661
2022,3386,661
3043,4812,662
2244,2250,662
2771,5556,662
3121,60198,662
5253,64147,662
4510,145068,662
2171,6447131,662
3348,3750,662
4894,5311082,662
4034,68844,662
2802,5381226,662
3652,54454,662
2764,60198,662
2471,2662,662
772,5726,662
3746,6691,662
3032,5556,662
3003,4463,662
5029,5381226,662
5478,87177,662
2471,119182,663
2171,4819,663
3961,5482,663
2656,56959,663
1690,2244,663
4900,72938,663
4107,4740,663
4594,5578,663
2812,5726,663
3715,4991,663
4927,5038,663
2244,4107,663
3937,5005,663
2554,5073,663
3222,5203,663
444,3961,663
4603,54688,663
3676,5002,663
2083,3715,663
3365,3393,663
3152,4449,664
2476,3394,664
1117,4485,664
1690,4107,664
1546,1983,664
4440,4739,664
861,60871,664
3454,82146,664
3348,3386,664
3410,4748,664
5650,5493444,664
2249,1349907,664
3016,5203,664
2471,5152,664
3937,4543,664
5039,5362070,664
4173,5487,664
450,4946,664
2269,3749,664
3648,5487,664
3676,4889,665
2250,77999,665
2554,3158,665
3121,6435110,665
3365,3911,665
5358,5656,665
2662,87177,665
4679,216326,665
772,5556,665
156419,5311297,665
5735,119607,665
2187,4691,665
2585,3440,665
2520,176870,665
4691,4943,665
772,2622,665
2142,4168,665
4674,216326,665
2786,5650,665
5487,5572,665
2118,4739,666
3345,110635,666
3350,4675,666
2662,5311297,666
772,5090,666
3382,3793,666
2666,3348,666
772,64147,666
2269,153941,666
4856,41774,666
2284,5487301,666
3676,3826,666
2083,3488,666
2118,5358,666
1065,3559,666
581,125889,666
4091,77993,666
3348,4034,666
2554,5311297,666
2022,5291,666
206,3086258,667
3310,1349907,667
1983,57537,667
2520,4659568,667
5212,150311,667
2617,5077,667
2265,5672,667
2812,4583,667
1302,54688,667
3222,3877,667
2764,5090,667
2617,3168,667
3639,4409,667
4946,5002,667
2909,5978,667
2477,4159,667
853,3746,667
3157,3937,667
3957,77999,667
5039,3085017,667
2806,4259,668
2771,4201,668
1690,2733,668
2156,54786,668
3440,5077,668
2771,5473385,668
3652,6435110,668
4583,4932,668
2118,60871,668
119607,5311039,668
2405,4635,668
3446,4171,668
5656,3081884,668
4112,5311297,668
3958,130881,668
3121,5512,668
2666,3446,668
450,3121,668
4674,5672,668
2088,3957,668
1983,5726,669
4635,24011,669
4900,104741,669
4058,5578,669
2713,41693,669
2656,3750,669
2088,42113,669
2802,5206,669
2269,5215,669
3016,176168,669
3929,5212,669
3003,4894,669
1983,5064,669
3476,4409,669
1983,5512,669
3261,3883,669
3161,5523,669
3365,5533,669
4889,148192,669
4171,5391,669
2474,4946,670
3883,5978,670
4158,4451,670
2786,4064,670
2678,3381,670
47725,5481350,670
772,4201,670
3962,4943,670
3032,4052,670
3461,4112,670
4594,5487,670
3348,3446,670
5719,34312,670
4594,5281007,670
3961,3468412,670
2153,3461,670
2162,2375,670
853,3461,670
2462,3440,670
2806,3386,670
3324,4171,671
2171,3642,671
3937,14888,671
3121,41781,671
2895,65999,671
3161,40976,671
4889,77999,671
3454,150311,671
4236,91270,671
6691,3002190,671
3310,5379,671
2576,2666,671
2585,3780,671
3749,123620,671
4112,4900,671
3075,3648,671
34312,3468412,671
2471,119607,671
3121,5073,671
4594,5002,671
2576,3114,672
3339,6918453,672
3345,5212,672
3902,5040,672
5376,5530,672
3476,444033,672
4052,5672,672
2771,60877,672
450,1978,672
2662,60815,672
5152,6691,672
3393,5656,672
54454,5311027,672
3961,4170,672
3324,60865,672
2022,2118,672
3339,5544,672
3446,5719,672
3478,3488,672
3823,5039,672
3639,104865,673
5656,104741,673
2576,68740,673
4485,32797,673
1983,104741,673
5245,5281007,673
2284,3902,673
2160,5771,673
2554,12536,673
596,2907,673
2576,3161,673
2764,54454,673
2022,3062,673
861,54454,673
2088,119607,673
2171,124087,673
2678,4594,673
3157,4510,673
1690,3478,673
3003,4205,673
4900,82146,674
4909,36811,674
3826,197712,674
3463,3734,674
5379,64147,674
2554,4409,674
3639,4205,674
1302,5381,674
62924,124087,674
2802,3007,674
2462,4044,674
2520,5311297,674
2250,3736,674
2764,4034,674
4679,5514,674
853,5195,674
3929,3954,674
2656,6691,674
450,4513,674
5029,119607,674
2666,3117,675
3003,163742,675
5267,68844,675
3143,5353980,675
3161,77992,675
1978,1349907,675
1983,4873,675
4691,4475485,675
3348,60147,675
3954,6918453,675
5005,10631,675
4112,4679,675
4691,38904,675
2662,4603,675
3016,3386,675
60835,60854,675
3161,5514,675
2462,4679,675
4499,27661,675
4691,5651,675
2662,3449,676
3032,4634,676
853,4425,676
3652,3825,676
450,4095,676
853,2720,676
2764,54547,676
3957,444013,676
853,2631,676
3339,156419,676
3032,5487301,676
4205,4449,676
3961,4583,676
3883,4112,676
444,3404,676
450,4171,676
3121,3911,676
450,2088,676
36339,39765,676
5533,62924,676
2153,60147,677
1302,5076,677
3062,4449,677
1302,4451,677
5073,122316,677
3890,3958,677
450,3730,677
2435,3675,677
3652,60831,677
3767,4011,677
3958,4616,677
4829,4894,677
77999,130881,677
54688,5353980,677
3143,4595,677
2662,77999,677
450,2678,677
2771,4112,677
3003,3890,677
4583,5155,677
4679,5878,678
2895,6447131,678
3878,68844,678
2662,4200,678
772,93860,678
3016,4599,678
27661,9571074,678
2249,4264,678
2771,3899,678
3385,213039,678
853,3325,678
3143,4112,678
3902,3911,678
5039,5523,678
598,4666,678
2160,4205,678
2764,4873,678
2771,34312,678
3961,5978,678
1690,4112,678
3958,60877,679
4236,4946,679
4107,74989,679
853,3384,679
4679,3081884,679
3478,39860,679
2118,54454,679
4829,41774,679
2083,4183806,679
71616,123620,679
3958,5073,679
4594,5005,679
2171,4159,679
2806,60831,679
772,3902,679
4691,5267,679
2806,4885,679
2520,5514,679
3937,60835,679
3658,4691,679
2895,4236,680
937,4189,680
2022,3461,680
3157,4730,680
2153,60835,680
2891,147912,680
2909,4911,680
581,60164,680
3345,4463,680
2786,2909,680
5203,5719,680
3639,4510,680
2477,4409,680
3878,3961,680
772,4917,680
2249,2891,680
3957,4409,680
3961,5523,680
2650,3325,680
4253,62924,680
3222,4645,681
2656,4594,681
2160,4819,681
3365,3510,681
2955,3642,681
4894,60854,681
772,5505,681
2658,3222,681
2666,60871,681
4205,28112,681
3003,3657,681
1302,3672,681
3365,123620,681
3652,60835,681
2244,4595,681
942,3957,681
2160,5090,681
2662,4075,681
214,772,681
3157,4900,681
1302,60198,682
2022,213039,682
5651,54547,682
28112,60198,682
3154,5394,682
3958,123631,682
5090,5215,682
2812,5029,682
3478,5472,682
1983,1986,682
4679,5311027,682
1983,2118,682
2022,5651,682
3345,150311,682
3478,5073,682
2806,3957,682
5090,27661,682
2405,3032,682
4594,60795,682
4168,27661,682
2160,4011,683
1983,2519,683
2244,4603,683
3937,4913,683
3345,4999,683
3461,39765,683
2666,5645,683
4583,4645,683
4171,4991,683
3899,9571074,683
444,3345,683
2576,3648,683
1983,5732,683
2646,4583,683
3003,5311297,683
2658,4583,683
4634,5311297,683
60843,5311048,683
4873,5401,683
3954,4594,683
3937,5311297,684
2118,5719,684
2244,5311027,684
2554,5184,684
2554,5234,684
3676,213039,684
2462,5152,684
4075,40976,684
2462,4601,684
2578,4253,684
596,2662,684
4510,77993,684
4091,4946,684
3143,4595,684
3672,3957,684
2650,4159,684
3345,4674,684
2764,4634,684
2771,3348,684
3348,4946,684
3016,93860,685
4259,5593,685
2895,5155,685
2806,48175,685
2269,5210,685
1972,2554,685
838,71158,685
3161,5496,685
5038,160051,685
3419,4730,685
2622,4583,685
3648,5732,685
5038,5402,685
581,2617,685
191,3676,685
2658,3161,685
2375,2662,685
453,4168,685
5212,5478,685
3108,3405,685
3325,4091,686
2250,5556,686
2249,3461,686
5203,8953,686
2622,5486,686
5039,6398970,686
54454,54786,686
3075,5394,686
2726,4449,686
3937,4730,686
2764,3003,686
2610,5732,686
942,2162,686
2349,3467,686
2249,4856,686
4594,54841,686
2764,71616,686
3648,4900,686
1065,4171,686
853,2435,686
2978,3929,687
3746,3902,687
853,4585,687
1972,4727,687
3032,5358,687
2786,2803,687
4159,4845,687
3062,72054,687
54454,667490,687
2171,5002,687
3157,4917,687
5487,60795,687
3658,5311297,687
3639,10631,687
3672,5352,687
5078,170361,687
